molecule_chembl_id,smiles,pchembl_value,qed,sascore,mw,logp,hbd,hba,heavy_atoms,lipinski_pass,valid,max_tanimoto_to_known_drug,closest_known_drug
CHEMBL53831,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,8.82,0.7546729998537475,2.360586565902139,317.15000000000003,2.5081000000000007,2,6,19,4,True,0.30303030303030304,Erlotinib
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,8.64,0.6874415906245668,2.4398671156841765,365.44100000000026,2.2159199999999997,2,8,27,4,True,0.36904761904761907,Gefitinib
CHEMBL50027,Clc1ncc2ncnc(Nc3ccccc3)c2n1,5.59,0.7154214806893806,2.202654903495544,257.684,2.8168000000000006,1,5,18,4,True,0.2698412698412698,Erlotinib
CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.13,0.3429726304570578,2.60407167327074,485.9470000000004,4.391500000000003,2,7,34,4,True,0.6973684210526315,Gefitinib
CHEMBL344486,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.57,0.44027015125857966,2.3120252369703564,441.2850000000001,4.193700000000002,2,6,28,4,True,0.34375,Afatinib
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,9.21,0.29484912096224747,2.7423358076881534,513.9610000000004,2.894100000000001,3,8,36,3,True,0.5609756097560976,Gefitinib
CHEMBL321193,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,6.82,0.5067836018010966,2.458064214575028,413.2640000000001,4.751500000000003,2,5,28,4,True,0.18518518518518517,Erlotinib
CHEMBL419022,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.16,0.2952581386503428,2.5249742026494673,511.4090000000003,5.931700000000005,1,6,35,2,True,0.18584070796460178,Osimertinib
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,9.60,0.44725881605236345,2.8071235953577656,411.26700000000017,3.3035999999999994,3,7,26,4,True,0.2625,Erlotinib
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.59,0.7868681517234083,2.3673690050475535,344.216,3.5969000000000015,1,5,21,4,True,0.375,Erlotinib
CHEMBL344177,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.16,0.6364171323817597,2.637438155160588,404.6550000000001,4.2219000000000015,2,5,24,4,True,0.32608695652173914,Afatinib
CHEMBL136178,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92,0.6146217804800123,2.3267743959085667,411.25900000000007,4.2196000000000025,2,5,26,4,True,0.33695652173913043,Afatinib
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.85,0.6700284684651479,2.42572352797192,405.2770000000001,4.0211000000000015,2,5,24,4,True,0.32857142857142857,Erlotinib
CHEMBL416307,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,8.52,0.4929171939465296,2.744862656296828,346.398,2.84952,3,7,26,4,True,0.27848101265822783,Erlotinib
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,6.00,0.6318329361180623,2.296603707479351,270.24,2.576800000000001,3,5,20,4,True,0.09473684210526316,Lapatinib
CHEMBL136102,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.84,0.3355721032231555,2.8555591595420395,512.412,3.117800000000001,2,7,33,3,True,0.3173076923076923,Afatinib
CHEMBL336264,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.37,0.733517597044568,2.755099062914663,391.25000000000006,3.448100000000002,1,6,23,4,True,0.34782608695652173,Erlotinib
CHEMBL104153,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.66,0.4935322643431872,2.3309431579189734,427.2910000000001,5.054500000000003,1,5,29,3,True,0.2087912087912088,Gefitinib
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.51,0.7686164717854101,2.2949953709882536,330.1890000000001,3.5726000000000013,2,5,20,4,True,0.3181818181818182,Erlotinib
CHEMBL95774,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,7.10,0.313415961449492,2.753935451509605,509.96900000000045,4.868180000000005,2,7,36,3,True,0.5056179775280899,Gefitinib
CHEMBL131653,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,5.05,0.5085211538935756,2.0881709413870766,289.28700000000003,2.2021,4,6,21,4,True,0.14893617021276595,Lapatinib
CHEMBL268868,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,6.52,0.6314431119263918,2.127006768315736,329.35900000000004,4.057400000000001,3,4,25,4,True,0.14285714285714285,Erlotinib
CHEMBL7775,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,5.06,0.7008371023982791,2.312103335617506,343.3860000000001,4.081700000000002,2,4,26,4,True,0.16304347826086957,Osimertinib
CHEMBL61119,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,5.28,0.0902394656201901,3.025788067986987,678.792,7.824600000000006,2,8,48,2,True,0.1836734693877551,Osimertinib
CHEMBL335440,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.03,0.666313111899485,2.6590841614560805,409.2650000000001,2.2969,2,7,24,4,True,0.3380281690140845,Erlotinib
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,6.66,0.45403405742609726,2.44349309352282,455.3010000000002,4.673000000000004,2,5,31,4,True,0.19047619047619047,Osimertinib
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,7.18,0.4935322643431872,2.370448598819536,427.2910000000001,5.054500000000003,1,5,29,3,True,0.2604166666666667,Osimertinib
CHEMBL51228,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,8.64,0.4370362513629362,2.608579038761098,425.2940000000002,3.6246,2,7,27,4,True,0.25301204819277107,Erlotinib
CHEMBL129930,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC,5.02,0.5808404311335038,2.012799775850061,303.3140000000001,2.5051000000000005,3,6,22,4,True,0.16666666666666666,Lapatinib
CHEMBL113863,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,6.00,0.5106835153148482,2.517866630922935,435.3110000000003,4.359200000000002,2,5,29,4,True,0.16822429906542055,Osimertinib
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,5.84,0.417884097583987,2.4783017347080385,393.4430000000002,3.405100000000002,1,7,29,4,True,1.0,Erlotinib
CHEMBL92086,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92,0.6439453539047593,2.225451129781872,383.249,4.650500000000003,2,4,24,4,True,0.34285714285714286,Erlotinib
CHEMBL109631,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,6.72,0.4748443065392208,2.4198493074634655,441.27400000000017,4.744100000000002,2,5,30,4,True,0.18269230769230768,Osimertinib
CHEMBL52015,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.08,0.7738001285832423,2.0969582358167838,343.228,4.201900000000003,1,4,21,4,True,0.38095238095238093,Erlotinib
CHEMBL53796,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.02,0.7868681517234083,2.3690766973552453,344.216,3.5969000000000015,1,5,21,4,True,0.31343283582089554,Erlotinib
CHEMBL51853,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.89,0.7594760025403341,2.293631600867174,316.16200000000003,3.113100000000001,2,5,19,4,True,0.3709677419354839,Erlotinib
CHEMBL293913,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,4.36,0.14364968407208228,2.939399815072676,594.7180000000003,7.3852000000000055,4,6,42,2,True,0.16842105263157894,Osimertinib
CHEMBL133283,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,5.00,0.5085211538935756,2.1167178909891984,289.28700000000003,2.2021,4,6,21,4,True,0.14736842105263157,Lapatinib
CHEMBL7914,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,5.60,0.5933575010046753,2.212588299500359,357.4130000000001,4.674240000000003,3,4,27,4,True,0.12643678160919541,Osimertinib
CHEMBL334801,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.96,0.3071491882214961,2.6660161802657605,498.3850000000001,3.0935000000000006,3,7,32,4,True,0.34,Afatinib
CHEMBL325589,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,6.29,0.5524882972720051,2.4718098779219364,398.2530000000001,4.440900000000003,1,5,27,4,True,0.1782178217821782,Osimertinib
CHEMBL99024,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.98,0.47558388140819646,2.5022896283940703,470.9320000000004,4.752280000000004,1,7,33,4,True,0.7123287671232876,Gefitinib
CHEMBL59812,CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,4.70,0.0902394656201901,3.1035530139355627,678.792,7.824600000000006,2,8,48,2,True,0.17346938775510204,Osimertinib
CHEMBL434828,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.04,0.4131264518978896,2.3570444690325374,446.3080000000001,5.182800000000003,2,5,29,3,True,0.3026315789473684,Erlotinib
CHEMBL49596,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5.25,0.747762929015181,2.418497201334027,321.1670000000001,2.8845,1,4,21,4,True,0.14583333333333334,Osimertinib
CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.37,0.795411943732026,2.1961982887601383,331.17300000000006,3.539500000000002,1,5,20,4,True,0.375,Erlotinib
CHEMBL293250,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,4.39,0.14364968407208228,2.9024513535342127,594.7180000000003,7.3852000000000055,4,6,42,2,True,0.16842105263157894,Osimertinib
CHEMBL62701,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,4.65,0.20808592095756487,2.9148885838263467,564.6960000000003,6.764000000000005,2,6,40,2,True,0.1935483870967742,Osimertinib
CHEMBL51659,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.04,0.6856015491097459,2.469502710036771,370.21000000000004,3.655400000000002,2,5,23,4,True,0.323943661971831,Erlotinib
CHEMBL135142,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.76,0.5516139618154988,2.496633249287415,437.21900000000016,5.192900000000002,2,4,27,3,True,0.32978723404255317,Afatinib
CHEMBL343722,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.80,0.5188967947570601,2.5379705966321584,381.23300000000006,4.415500000000002,2,4,24,4,True,0.352112676056338,Erlotinib
CHEMBL448154,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.31,0.5150379162635322,2.507214467739585,412.2800000000001,4.923800000000003,1,5,28,4,True,0.17475728155339806,Osimertinib
CHEMBL50470,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.85,0.5312395644549287,2.5950392804955857,434.37100000000015,4.446100000000003,1,5,29,4,True,0.16981132075471697,Osimertinib
CHEMBL104244,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,6.68,0.5256219195249302,2.603504599538793,475.42400000000026,3.7418000000000013,1,6,32,4,True,0.21052631578947367,Gefitinib
CHEMBL53777,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,9.02,0.7872334360852137,2.44996362043217,345.20400000000006,2.9919000000000002,1,6,21,4,True,0.3088235294117647,Erlotinib
CHEMBL293889,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,5.37,0.17246173417299096,2.814738276611136,631.6100000000001,9.280799999999996,2,4,42,2,True,0.16666666666666666,Osimertinib
CHEMBL140561,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.62,0.26031464279403005,2.4884704490738745,498.38100000000014,4.125500000000002,2,7,32,4,True,0.36,Afatinib
CHEMBL345077,C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.34,0.7028464941814128,3.7548989555786436,375.25100000000003,3.782000000000002,1,5,22,4,True,0.32857142857142857,Erlotinib
CHEMBL107472,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.12,0.7802615156973672,2.4675233571867565,335.1940000000001,3.344000000000001,1,4,22,4,True,0.16666666666666666,Osimertinib
CHEMBL139044,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.96,0.49898547701875456,2.657145466945872,396.24800000000005,4.2116000000000025,2,5,25,4,True,0.32432432432432434,Erlotinib
CHEMBL139095,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.12,0.6742049284000395,2.694656559646127,406.2650000000001,3.416100000000001,2,6,24,4,True,0.3194444444444444,Erlotinib
CHEMBL113070,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,7.10,0.3628144931305058,2.476851963512262,483.3550000000003,5.453200000000004,2,5,33,3,True,0.1834862385321101,Osimertinib
CHEMBL104779,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,6.04,0.5524882972720051,2.4830306571427165,398.2530000000001,4.440900000000003,1,5,27,4,True,0.18,Osimertinib
CHEMBL319620,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,4.04,0.5465776520357241,2.06932250867815,275.26000000000005,2.1137,5,5,20,4,True,0.12903225806451613,Lapatinib
CHEMBL134371,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.43,0.5512260217801934,2.2651328158669877,413.2310000000001,3.715200000000001,3,5,26,4,True,0.32608695652173914,Afatinib
CHEMBL301612,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,6.58,0.525948324021813,2.290164523276582,397.2650000000001,5.045900000000003,1,4,27,3,True,0.1836734693877551,Osimertinib
CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.96,0.7568777143573949,2.0878234876991293,329.2010000000001,4.177600000000002,2,4,20,4,True,0.39344262295081966,Erlotinib
CHEMBL293251,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,4.94,0.16142225368672808,2.871075968918829,720.5120000000002,9.498999999999995,2,4,42,2,True,0.16666666666666666,Osimertinib
CHEMBL60472,COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1,5.44,0.15905071896979403,2.857866681098905,622.772,7.991200000000006,2,6,44,2,True,0.2,Osimertinib
CHEMBL342828,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,9.25,0.22761051017512227,2.791277595919519,521.3790000000002,3.428600000000001,3,7,34,3,True,0.28440366972477066,Afatinib
